Tipo;Tema;Variável;Descrição
Domicílio;Características do Domicílio - Parte 2;V00409;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo coletado no domicílio por serviço de limpeza
Domicílio;Características do Domicílio - Parte 2;V00410;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo depositado em caçamba de serviço de limpeza
Domicílio;Características do Domicílio - Parte 2;V00411;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo queimado na propriedade
Domicílio;Características do Domicílio - Parte 2;V00412;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo enterrado na propriedade
Domicílio;Características do Domicílio - Parte 2;V00413;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Lixo jogado em terreno baldio, encosta ou área pública
Domicílio;Características do Domicílio - Parte 2;V00414;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Outro destino do lixo
Domicílio;Características do Domicílio - Parte 2;V00415;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo coletado no domicílio por serviço de limpeza
Domicílio;Características do Domicílio - Parte 2;V00416;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo depositado em caçamba de serviço de limpeza
Domicílio;Características do Domicílio - Parte 2;V00417;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo queimado na propriedade
Domicílio;Características do Domicílio - Parte 2;V00418;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo enterrado na propriedade
Domicílio;Características do Domicílio - Parte 2;V00419;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Lixo jogado em terreno baldio, encosta ou área pública
Domicílio;Características do Domicílio - Parte 2;V00420;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Outro destino do lixo
Domicílio;Características do Domicílio - Parte 2;V00421;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00422;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00423;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00424;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00425;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00426;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00427;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00428;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00429;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00430;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00431;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00432;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00433;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00434;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00435;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00436;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00437;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00438;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00439;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00440;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00441;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00442;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00443;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00444;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00445;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00446;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é branca
Domicílio;Características do Domicílio - Parte 2;V00447;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é preta
Domicílio;Características do Domicílio - Parte 2;V00448;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é amarela
Domicílio;Características do Domicílio - Parte 2;V00449;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é parda
Domicílio;Características do Domicílio - Parte 2;V00450;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Cor ou raça da pessoa responsável pelo domicílio é indígena
Domicílio;Características do Domicílio - Parte 2;V00451;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00452;Domicílios Particulares Permanentes Ocupados, Lixo coletado no domicílio por serviço de limpeza, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00453;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00454;Domicílios Particulares Permanentes Ocupados, Lixo depositado em caçamba de serviço de limpeza, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00455;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00456;Domicílios Particulares Permanentes Ocupados, Lixo queimado na propriedade, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00457;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00458;Domicílios Particulares Permanentes Ocupados, Lixo enterrado na propriedade, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00459;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00460;Domicílios Particulares Permanentes Ocupados, Lixo jogado em terreno baldio, encosta ou área pública, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00461;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Sexo da pessoa responsável pelo domicílio é masculino
Domicílio;Características do Domicílio - Parte 2;V00462;Domicílios Particulares Permanentes Ocupados, Outro destino do lixo, Sexo da pessoa responsável pelo domicílio é feminino
Domicílio;Características do Domicílio - Parte 2;V00463;Domicílios Particulares Permanentes Ocupados, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma
Domicílio;Características do Domicílio - Parte 2;V00464;Domicílios Particulares Permanentes Ocupados, Domicílio não possui ligação à rede geral de distribuição de água
Domicílio;Características do Domicílio - Parte 2;V00465;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Domicílio possui ligação à rede geral de distribuição de água, mas utiliza principalmente outra forma
Domicílio;Características do Domicílio - Parte 2;V00466;Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Domicílio não possui ligação à rede geral de distribuição de água
